Date,Portfolio_Value,Portfolio_Return,Number_of_Holdings,Volatility_Annualized,Sector_Communication,Sector_Consumer Discretionary,Sector_Consumer Staples,Sector_Energy,Sector_Financials,Sector_Healthcare,Sector_Industrials,Sector_Materials,Sector_Technology
2015-12-31,1106722.902835846,-0.002415004817611105,20,0.13072077750115615,0.11928729591511644,0.1489026480157167,0.07933066515648078,0.08142009872181821,0.09089191897057945,0.1563694675238388,0.07955320728368676,0.06168811435694228,0.18255658405582062
2016-01-31,1019757.120931387,-0.07750336378801445,20,0.15548473159574897,0.12415425829998193,0.15014582764804044,0.08896660890718674,0.08908436307045771,0.08477967232382898,0.16120234649897033,0.07852151697300766,0.059085642071006216,0.16405976420752
2016-02-29,1037762.8510348797,0.03623924909477582,20,0.14292508570581755,0.128184730349666,0.14021204249081431,0.09190891498832698,0.08933136257820753,0.07837399823890194,0.15722689753763844,0.08173380388307722,0.06719497907642573,0.16583327085694186
2016-03-31,1134974.74715662,0.09923075281044753,20,0.17328072629085214,0.122408776289409,0.13483693381660505,0.08782959705138924,0.08368849153858618,0.07400934777483469,0.15121238006396343,0.08665415512027,0.07737596510399054,0.18198435324095188
2016-04-30,1193080.1887304783,0.05955424625795264,20,0.18000331676752615,0.12063669832592683,0.13269063023564265,0.0810835533783692,0.0865592484662316,0.07494418898567538,0.1480546414012802,0.08408906086511217,0.08536643840541171,0.18657553993635026
2016-05-31,1226099.5598759651,0.007397436415943294,20,0.18002044659285377,0.11484882390137176,0.13530086171194095,0.0752431872812489,0.08424377293217353,0.07235213513360218,0.14565038824471413,0.07899454298382497,0.07462985133334313,0.21873643647778046
2016-06-30,1241698.3329758644,0.01583473406479808,20,0.18010079034253126,0.11036812292174453,0.13487879624492194,0.07599950940730248,0.0859319890675386,0.06714674341021616,0.15052808026530146,0.07667746144605074,0.07509362205078032,0.2233756751861438
2016-07-31,1397287.9842972755,0.11703378878873794,20,0.20732180274038353,0.10625830998790299,0.1249950588135487,0.0703138897472317,0.07390491759689599,0.06503505544022567,0.16557956992279355,0.07395048877236146,0.0743188955193437,0.24564381419969622
2016-08-31,1402637.005967617,-0.009491902505874429,20,0.19627873335244847,0.10920159014795211,0.12421028202595445,0.06727261675748046,0.07417117235767542,0.07079791527861523,0.16006887637189016,0.07392998203836482,0.06387195585942598,0.25647560916264134
2016-09-30,1427741.8247594833,-0.0026008123874956693,20,0.18936083486541688,0.11017062833101533,0.1270477016108734,0.06562731483460423,0.07142905168836708,0.06784702615846525,0.15753830880188938,0.07793147176617261,0.0650709901421397,0.25733750666647304
2016-10-31,1430696.089659214,-0.0032313055274264457,20,0.18163996964374132,0.11129053447894964,0.12122912343296566,0.06460987591744857,0.0695968692396606,0.07305891917452548,0.1545390507951741,0.07557167314637397,0.06510323051076986,0.2650007233041321
2016-11-30,1590156.9915819168,0.08846786359021354,20,0.19163039570378457,0.09583783207396476,0.10939029585369657,0.06241373274029257,0.06377683849790082,0.08105493396237072,0.14123534011395117,0.07635943082736156,0.07669357874873149,0.2932380171817303
2016-12-31,1673256.5918626785,0.06008750301598447,20,0.19122279531246206,0.08863915953158874,0.10217902426790705,0.05685263068744395,0.06195266909373545,0.08144004391622042,0.13738028037658012,0.07052694644747291,0.06730963746219562,0.3337196082168557
2017-01-31,1703395.5663442612,0.023072315795709036,20,0.15008032653568287,0.09614437750566009,0.1062595852563024,0.051694488194492384,0.057186602499163755,0.07861588870286912,0.14153529894280195,0.0712527044889075,0.0712325767935143,0.3260784776162885
2017-02-28,1791059.032330513,0.07336367600520102,20,0.15336053584620535,0.0974734795445377,0.10400654741064443,0.048537938173470276,0.05292108080132021,0.08073450077834643,0.13923770260995666,0.06879069034281353,0.06531849832628785,0.3429795620126229
2017-03-31,1818173.114581108,0.016347136705684755,20,0.14287130483211335,0.09989805828664519,0.10666121322319003,0.04695533375672958,0.05182946412606812,0.0741139366629124,0.13756850589186603,0.0667402715465965,0.06261551181064594,0.3536177046953462
2017-04-30,1813158.8199176788,0.01386360156188655,20,0.142361101211973,0.10497770410437328,0.11103385524477863,0.0484220352195347,0.051160042887866554,0.07395989294174322,0.1385094162132719,0.06987842519292531,0.06286396169930901,0.3391946664961974
2017-05-31,1893574.8998031616,-0.021038309355445647,20,0.15061581824321857,0.10173120604561368,0.11388001192803329,0.04763331805264627,0.047912610844431755,0.06761751816392352,0.13300907676090382,0.0687087252942942,0.056084599201614585,0.3634229337085389
2017-06-30,1935780.9983386993,0.0378242423339559,20,0.14980735578562399,0.09918190183355312,0.1062142238844842,0.0445553145947359,0.047541297913697725,0.07004872407647764,0.13366356412912644,0.07165307773864144,0.055773737570834335,0.3713681582584492
2017-07-31,2035538.120475769,0.02201019822393049,20,0.11836263598889164,0.10407371233094247,0.09985976240682701,0.04529185578426957,0.04570437318043489,0.06909162975099124,0.12698056531094912,0.06921260262467906,0.05679463472396467,0.382990863886942
2017-08-31,2043075.2136325836,-0.0017453979879808604,20,0.11614054239465432,0.10029616104178488,0.09964947211020339,0.044133730090529615,0.0438692173284345,0.06764865039655663,0.129099213416344,0.07108288836136845,0.055270218938358026,0.38895044831642056
2017-09-30,2085667.2629566193,0.00636204756776375,20,0.11409974656928062,0.0973963167544008,0.09565656335123637,0.0448527088721322,0.04645471795920532,0.07020211184415616,0.12895952753468223,0.07370153353189028,0.053848901927909074,0.3889276182243876
2017-10-31,2190656.352705002,-0.01624362425389416,20,0.11843128596180434,0.09732456534060367,0.10095315731071088,0.04537154481416074,0.04473804215492584,0.06903980017762691,0.12853414749589487,0.07392903056486227,0.052204119041260835,0.387905593099954
2017-11-30,2206152.209174156,0.008509164319901879,20,0.09685828960975745,0.09191918802487041,0.10658597577949788,0.048408112681338634,0.04652125399977527,0.0705071287849837,0.13410237988319684,0.0758574193852727,0.0515687336550899,0.37452980780597467
2017-12-31,2219863.5276498795,0.01355464227195533,20,0.08560433947115802,0.0910938363412713,0.10525490563051829,0.050505425068581064,0.047599799144544194,0.07164662906606992,0.13069853379419483,0.08302958033981318,0.061739384037976984,0.3584319065770302
2018-01-31,2549446.7085170746,0.1352006875410767,20,0.14818811238457977,0.08539476064420608,0.10692680416192993,0.04888312165325144,0.04272504503406846,0.06659552131717636,0.12028733779482471,0.07544469123408355,0.05606095933659376,0.3976817588238657
2018-02-28,2461566.8836889267,-0.05261479216643187,20,0.15576351165260482,0.08860056081983841,0.1145630351877404,0.04657413649157881,0.03875221512379988,0.06811658958992863,0.11946938840871395,0.07386588502889792,0.056162350966512856,0.39389583838298914
2018-03-31,2324581.1837129593,-0.07724969973440926,20,0.18011586712560726,0.08955562120578091,0.11777214955830931,0.04722801922636695,0.040765537509005016,0.06929558767145373,0.12435043164631733,0.07530049173383294,0.0560164779523875,0.37971568349654633
2018-04-30,2375593.7289562225,0.04353754302210312,20,0.18398540398995233,0.09305131222802718,0.12213427579858757,0.04708787015083232,0.04447329024249788,0.06469880575271311,0.12882010467687244,0.073919170103032,0.052146177091486,0.3736689939559515
2018-05-31,2538329.6528730392,0.07706916367235088,20,0.19293107261318093,0.09087410326655995,0.11754606179173037,0.0429762360023814,0.044685204796731846,0.0582398161855802,0.1223967158381764,0.07148286760711248,0.05209908157042347,0.39969991294130386
2018-06-30,2517407.1438980103,0.028401221923538104,20,0.19201489686389894,0.09068646621481972,0.11869964394375176,0.04511309122879857,0.045506917977932757,0.056364164938301084,0.12420457878964283,0.06499467391422908,0.05230844373712574,0.4021220192553984
2018-07-31,2644158.9910411835,0.06509479951513167,20,0.19832242074652645,0.08095240098879687,0.11876980418563746,0.04514444739159229,0.04309499664874396,0.05766600896876599,0.1254968132548652,0.06641799901692931,0.051111577288932286,0.41134595225573667
2018-08-31,2909951.652741432,0.10542278785345546,20,0.21431176657660747,0.07295989060228157,0.11992036799925512,0.04459026986161068,0.038029031143714906,0.051576623649501406,0.11900256397444199,0.058957769772057966,0.04195052213676406,0.4530129608603723
2018-09-30,3024371.9160785675,0.04221179016658934,20,0.2133435343293536,0.06827499671509774,0.11629516635451048,0.042665166387290454,0.03839548450854721,0.047069997116209794,0.11689395461440799,0.05963669933098997,0.04079252403776278,0.4699760109351836
2018-10-31,2469959.1549310684,-0.0861416064695647,20,0.2400362958846559,0.07802919865231986,0.11997642572434368,0.05248886604385898,0.041102867324628325,0.05739162758705324,0.13775477405236158,0.06186732681119081,0.04496993802708691,0.40641897577715663
2018-11-30,2449852.228084564,0.06177140516799464,20,0.24188613733577782,0.07601199634210166,0.13064426046220926,0.048420579703542126,0.04256785475932166,0.05281212710615326,0.15179939327346603,0.06758718655342327,0.04637292415560245,0.3837836776441803
2018-12-31,2162628.332698822,-0.08761382604663004,20,0.2688961390990123,0.07933128284782696,0.1344077541175479,0.051901499910848505,0.041981319797509305,0.05297376080011604,0.15977198188805522,0.06428548089801485,0.045386970014761975,0.3699599497253192
2019-01-31,2442331.1298217773,0.09022460256400598,20,0.2512902178286163,0.08208574229463007,0.13340758401249517,0.04887369403748567,0.04019747936398949,0.052721141509103224,0.15117864397089106,0.06096435785006828,0.046884099713295435,0.3836872572480416
2019-02-28,2463416.894350052,0.015737675842786538,20,0.23950160542784532,0.07725564761680564,0.12898352486464432,0.049383268226597186,0.04144418380854893,0.05199656867387319,0.1547740835064398,0.0620736950264246,0.04770023836752354,0.38638878990914277
2019-03-31,2606195.664340973,0.009245185590752518,20,0.2142075431979495,0.07525647416395483,0.13147004163950177,0.048735900815698646,0.03986937352178835,0.04872823667186779,0.15101051460187007,0.0582972363314198,0.04418033667463721,0.40245188557926154
2019-04-30,2684771.9972925186,-0.005435161033360273,20,0.21651994873963493,0.08163696415783983,0.13681115141831518,0.04777961936674283,0.03652079858107971,0.052709014163200375,0.1404661492422258,0.05877488439678115,0.04165978334581028,0.40364163532800484
2019-05-31,2431265.36592865,-0.08803866679581054,20,0.23635627651908342,0.08178846182155576,0.14164877213358204,0.05373980347221,0.03511381662485761,0.05030648317180632,0.15654665943856563,0.054697181893940315,0.03787805424462638,0.38828076719885596
2019-06-30,2693305.5626192093,0.10895872635831998,20,0.25521703812607155,0.08164258473459865,0.13764221868870707,0.052540380976587094,0.033540122457465064,0.04982495298382055,0.14570284579052428,0.05495041843213813,0.03997396651108165,0.4041825094250775
2019-07-31,2722976.2747421265,0.03033340662858482,20,0.2507386059659168,0.08126674640775391,0.1396812098066593,0.05188017989007644,0.032913592901266636,0.051696802906079364,0.14337721805123485,0.054122514803054945,0.03862832440613972,0.4064334108277348
2019-08-31,2697308.4681596756,-0.01391699147162046,20,0.23222747262443863,0.08141232119491587,0.13730306624594996,0.059757095092789383,0.02973034809490954,0.04861901686259079,0.14403266586712968,0.04989292441605898,0.03423945532743797,0.4150131068982178
2019-09-30,2658588.7854385376,-0.0053995766516349904,20,0.22908727721320418,0.08064623291292107,0.1333616361465787,0.06169199695095491,0.031223528640912084,0.05044014987396841,0.14403288675479328,0.051155205113879575,0.0363227547872838,0.4111256088187082
2019-10-31,2888851.352334976,0.1116423895666331,20,0.2309934496179256,0.07878833992399006,0.12306357783874333,0.05644840762358916,0.02694387555479615,0.04918835850278893,0.13640192151943353,0.05097143616314046,0.035093173389782996,0.4431009094837354
2019-11-30,3108480.053537369,0.06212903195750264,20,0.23106602326293763,0.07303615293677328,0.11598163104172153,0.05768319566731052,0.024861570647353722,0.04845041255416693,0.135587465550908,0.049723718697666494,0.03523575385237787,0.4594400990517217
2019-12-31,3376474.149679184,0.12573064550600158,20,0.2220046323260453,0.07013649699755001,0.10966066541431616,0.053920532814997604,0.024032187479251236,0.04619837671429896,0.13331139272383855,0.04565999739779142,0.034166315881456175,0.4829140345764999
2020-01-31,3419792.3415384293,0.13800414536940692,20,0.23904316408324922,0.06537679234388691,0.1137804587903096,0.04829248393312661,0.02182784081342458,0.0470414901301762,0.13308401476462933,0.041214366984875905,0.028528798134430343,0.5008537541051405
2020-02-29,3343987.827167511,-0.04330227530711414,20,0.2526839923438848,0.06300367688327094,0.10883834068279456,0.04631365671397345,0.01860211575430825,0.041184943459930665,0.124158262343339,0.040272174627494314,0.025678660378506333,0.5319481691563824
2020-03-31,3159234.6794629097,-0.11208919575972849,20,0.2925898437156367,0.05584965028240731,0.11311666862833719,0.04782124607787521,0.011457179165192975,0.033213767253354544,0.13142190010197013,0.038832068296174874,0.021959987332220092,0.5463275328624676
2020-04-30,3684465.788930893,0.2450017150478736,20,0.36236045006845863,0.05648314495569385,0.12079884943993051,0.046116639993851516,0.01256241995878638,0.03353672011737104,0.13082408044973742,0.034042831520108285,0.022472774838926117,0.5431625387255948
2020-05-31,3951334.5174884796,0.04208223799228469,20,0.3316867144373758,0.058055090654276116,0.11205034196713609,0.046222083329498974,0.010936819870758594,0.03442674924369735,0.12441979646212303,0.0327431600913038,0.0215077286829421,0.5596382296982639
2020-06-30,4133389.857416153,0.07823439494883686,20,0.32788095013229884,0.05525033229982595,0.11657271979268928,0.043018911481795076,0.011386437867105283,0.03465437037464441,0.12327000994980147,0.03321834777907745,0.022305738997932808,0.5603231314571283
2020-07-31,4961045.752655983,0.22473774835399002,20,0.3672755064659684,0.050261482931287904,0.10941057914169418,0.03811885134985585,0.008682520141268366,0.02920467587968196,0.10828166407964637,0.030555273668980778,0.01958068093773905,0.6059042718698455
2020-08-31,5946414.040025711,0.297675711282133,20,0.4173764036059463,0.04837828685008133,0.09985049990960145,0.03649160892846536,0.006667490427766248,0.025755337389171302,0.09160208160891022,0.029384701520685702,0.018546784776290258,0.6433232085890281
2020-09-30,5653823.658466339,-0.06698745924188369,20,0.4379051615790531,0.04548664300644009,0.09780274864971085,0.03940169712395072,0.00589273733351034,0.025704989936510613,0.09839561771809835,0.033602437950554495,0.019473812766834867,0.6342393155143897
2020-10-31,5355888.942819595,-0.05591697529896605,20,0.461108846558394,0.047351499538230216,0.10052438063449128,0.040656117448863674,0.005852309657985002,0.026475070552403862,0.10402643851503694,0.037167972925235174,0.02228721883937008,0.6156589918883838
2020-11-30,6219866.952074051,0.262702170020374,20,0.49591443809100155,0.04547037724368055,0.09189829790458143,0.04020831658846417,0.006669360389620077,0.028651750247252302,0.09319392696225508,0.03536483041971463,0.023530618630634405,0.6350125216137974
2020-12-31,6412928.030464172,0.10480077846325347,20,0.49492440203310384,0.045243421382163945,0.09286489656319162,0.0377605855199896,0.007028816486263372,0.03127610778035117,0.09408456358280824,0.03398874995437611,0.02408150068574318,0.6336713580451128
2021-01-31,6391698.870548248,0.022985657785755113,20,0.4968536476185556,0.04167551734079905,0.09002892594612187,0.03809178451185095,0.00782930372211357,0.03145250793112015,0.10109869560588972,0.03311341412287396,0.023634488812678392,0.6330753620065523
2021-02-28,6403336.682979584,0.011262198893518049,20,0.4845262004062646,0.044494112380460984,0.08969156206366267,0.037277148346940896,0.009876938573446457,0.03642308497069891,0.09686887700803604,0.037875301188770916,0.02938710333690905,0.618105872131074
2021-03-31,6347024.120994568,-0.0007449612016172313,20,0.4456293565729277,0.048730928486147435,0.09076257277246326,0.04019235263916467,0.010142258416908205,0.03740231945579729,0.09992834086060585,0.041609468012076184,0.03369506897254894,0.5975366903842881
2021-04-30,6816631.275123596,0.04964760528226094,20,0.41681112816041027,0.049315262597748606,0.09321367832626377,0.03893788838167498,0.009449466801091938,0.037146674400823684,0.10006177587599822,0.03873284927499126,0.034003592119549446,0.599138812221858
2021-05-31,6907785.442089081,-0.0047881469201537605,20,0.42414056920846743,0.048264232253958386,0.08696523679068625,0.04111251555404381,0.009614435506592318,0.03989200090538839,0.10222365694683189,0.040760837055780985,0.03988745816613281,0.5912796268205851
2021-06-30,7692765.793743134,0.07564044242925302,20,0.42414004809981176,0.04384971212370516,0.08172634337748776,0.03841460405412115,0.009674072731290794,0.036300723585093606,0.09633912188515592,0.03365288563270915,0.03242166109018647,0.62762087552025
2021-07-31,7959576.379528046,0.04735810595335548,20,0.3925379430298203,0.043029838476154575,0.07854279595347483,0.039256781195863455,0.008281638713998016,0.03596915701249839,0.10002926749926383,0.0308660518558214,0.03316861726555704,0.6308558520273685
2021-08-31,8537351.657398224,0.04872232444510636,20,0.2967070811305894,0.04260236978493191,0.07506957138291899,0.03581208615259714,0.0074803346248833984,0.03677564072028995,0.09902324372144772,0.028614067586009415,0.03250205844976096,0.6421206275771605
2021-09-30,8030067.16882515,-0.03750780758368779,20,0.2862587930337273,0.042469398406796526,0.07539745669752476,0.03545507653090234,0.008771850919467798,0.03613911134806721,0.09781643929177633,0.02682799566856296,0.02981427959832259,0.6473083915385794
2021-10-31,9484493.204593658,0.19021240684927895,20,0.2983943348212293,0.035102404270716266,0.06455921147964647,0.03343289763844753,0.008236063800010438,0.03292707172231204,0.08969135357662435,0.024312054370353785,0.028919847156120133,0.682819095985769
2021-11-30,10974520.580245972,0.0928780055276778,20,0.21053728290731127,0.028952597112597334,0.05799887756960521,0.02721846399023991,0.006554028717508782,0.026242385976407222,0.07746338162792524,0.020120286397208382,0.024124574066504284,0.7313254045420037
2021-12-31,10349476.804347992,-0.029473827220704997,20,0.21520320780487373,0.032879279764051444,0.06006379680023823,0.028176217627606956,0.007001959346803126,0.02849938226908259,0.0883181677697316,0.023215588648097397,0.028123630755920313,0.7037219770184684
2022-01-31,8877511.399311066,-0.1160725333624722,20,0.26544799023914306,0.036934190618739475,0.06185744831030403,0.03144082906238927,0.010288964413138858,0.03319824627956062,0.09208806102534124,0.026244642167843342,0.029221919713398506,0.6787256984092847
2022-02-28,8893412.463752747,-0.003456325142251196,20,0.26682025244941776,0.027715389471908908,0.062130144370620574,0.029178452390338765,0.011127913309785303,0.030329772256228325,0.09097780448365796,0.024146302756923164,0.03738048723445837,0.6870137337260787
2022-03-31,9394321.470645905,0.037529352931976456,20,0.26537082146089946,0.027959912080399368,0.061536913196986974,0.0297775794879371,0.012040745155544215,0.027770753921834476,0.09392976504966769,0.026072254412932653,0.038938748479808084,0.6819733282148894
2022-04-30,7487297.032836914,-0.13113214419035835,20,0.30829756810038084,0.03224246234394297,0.05978753189964724,0.03956574638241422,0.015211730678263917,0.0323391735423333,0.11109152786237182,0.030163266382270525,0.04619608138683115,0.6334024795219249
2022-05-31,7643835.444049835,0.028257978998322494,20,0.3078527641727339,0.03120856892987334,0.057810987337334835,0.029390648092203243,0.017665930814123695,0.03395798039471541,0.11255158384235689,0.03116241773282784,0.04053411265652559,0.6457177702000392
2022-06-30,6419064.162137985,-0.1286372455546046,20,0.33215668868354037,0.03002781932579533,0.06225865117652678,0.031545520134821904,0.018402270395953012,0.03613758228478656,0.13491513741455483,0.03281855453317583,0.03739311665266903,0.6165013480817167
2022-07-31,7670055.662822723,0.19330208867527882,20,0.3830701047064798,0.02614947454627384,0.06410690520726665,0.02976314909227586,0.017335207518280823,0.03388381260242425,0.12188010714907069,0.02983038863671408,0.038096541076547745,0.6389544141711461
2022-08-31,6962252.974033356,-0.05278994275671638,20,0.3859088262233451,0.02874498481080185,0.06726634160338246,0.03265182586279823,0.019671576054821102,0.03764848143938555,0.12527123374678126,0.03032482027033053,0.04049895158931176,0.6179217846223872
2022-09-30,5984736.77129364,-0.10646784184756378,20,0.39983120087912527,0.028517673846560492,0.07180438680460019,0.035972481972758506,0.02045083305704716,0.03975282712292065,0.14519730270590442,0.029297215713319558,0.0398983590131124,0.5891089197637767
