Date,Ticker,Sector,Price,Shares,Weight,Return,Market_Value
2015-02-28,NVDA,Technology,0.5314555764198303,108512.0,0.05358592777318179,0.1533822635143658,57669.30750846863
2015-02-28,AMD,Technology,3.109999895095825,19455.0,0.05622087848675041,0.2101167221322302,60505.04795908928
2015-02-28,TSLA,Technology,13.555999755859375,3684.0,0.046404189516682244,-0.001276991507778158,49940.30310058594
2015-02-28,GS,Financials,155.4911651611328,355.0,0.051290872745201915,0.10426177443572526,55199.36363220215
2015-02-28,MS,Financials,27.190977096557617,1947.0,0.049192260912737824,0.058563005792879874,52940.83240699768
2015-02-28,UNH,Healthcare,97.18263244628906,550.0,0.04966579210735943,0.06945909873213152,53450.447845458984
2015-02-28,DHR,Healthcare,35.813777923583984,1479.0,0.049218041509706864,0.05948060395707544,52968.57754898071
2015-02-28,LLY,Healthcare,58.310115814208984,842.0,0.045620707213695676,-0.01845546683036825,49097.117515563965
2015-02-28,TGT,Consumer Staples,57.853153228759766,908.0,0.048811134415650805,0.05085293394170565,52530.66313171387
2015-02-28,WMT,Consumer Staples,22.841167449951172,2162.0,0.04588597933559114,-0.012355952511338364,49382.60402679443
2015-02-28,AMZN,Consumer Discretionary,19.007999420166016,2821.0,0.04982479426963261,0.07229288887602481,53621.56636428833
2015-02-28,SBUX,Consumer Discretionary,38.41901779174805,1395.0,0.04979967209634024,0.0719894335014799,53594.529819488525
2015-02-28,CAT,Industrials,63.77655029296875,813.0,0.048178978509815604,0.036638864049006736,51850.335388183594
2015-02-28,FDX,Industrials,153.42893981933594,341.0,0.04861470794351404,0.046537749590574995,52319.268478393555
2015-02-28,FCX,Materials,19.523035049438477,3295.0,0.05977351161712337,0.28673448959792425,64328.40048789978
2015-02-28,NUE,Materials,36.603145599365234,1472.0,0.05006477138044766,0.07743420217860719,53879.830322265625
2015-02-28,XOM,Energy,57.18730545043945,892.0,0.0473991448312854,0.02043530868910226,51011.07646179199
2015-02-28,OXY,Energy,56.86384582519531,856.0,0.045228898512937064,-0.026499762804879312,48675.45202636719
2015-02-28,META,Communication,78.59955596923828,662.0,0.04834862192687609,0.04031069764285666,52032.90605163574
2015-02-28,BKNG,Communication,1224.0966796875,50.0,0.05687111489546984,0.22585885178694376,61204.833984375
2015-03-31,NVDA,Technology,0.5042325258255005,108512.0,0.05223113364596638,-0.05122356750439783,54715.27984237671
2015-03-31,AMD,Technology,2.680000066757202,19455.0,0.04977220340097933,-0.13826361506207507,52139.40129876137
2015-03-31,TSLA,Technology,12.584667205810547,3684.0,0.044257021666932225,-0.07165333192256695,46361.913986206055
2015-03-31,GS,Financials,154.0001220703125,355.0,0.052187950935920546,-0.009589246368275406,54670.04333496094
2015-03-31,MS,Financials,27.115007400512695,1947.0,0.05039605092298282,-0.002793930345906581,52792.91940879822
2015-03-31,UNH,Healthcare,101.506591796875,550.0,0.053293931924489606,0.04449312847103326,55828.62548828125
2015-03-31,DHR,Healthcare,34.891998291015625,1479.0,0.04926231804881597,-0.025738128899306933,51605.26547241211
2015-03-31,LLY,Healthcare,60.370975494384766,842.0,0.04852450481310525,0.035343090155097734,50832.36136627197
2015-03-31,TGT,Consumer Staples,61.79886245727539,908.0,0.05356574590048313,0.06820214643986167,56113.367111206055
2015-03-31,WMT,Consumer Staples,22.518413543701172,2162.0,0.04647445520190759,-0.014130359446696716,48684.81008148193
2015-03-31,AMZN,Consumer Discretionary,18.604999542236328,2821.0,0.05010182862397106,-0.021201593551299025,52484.70370864868
2015-03-31,SBUX,Consumer Discretionary,38.916255950927734,1395.0,0.051823421887700616,0.01294250055727586,54288.17705154419
2015-03-31,CAT,Industrials,61.5685920715332,813.0,0.047782689989504266,-0.03462022030500089,50055.265354156494
2015-03-31,FDX,Industrials,143.5990753173828,341.0,0.046744105082487004,-0.06406786433855238,48967.28468322754
2015-03-31,FCX,Materials,17.10409164428711,3295.0,0.05379925491862096,-0.12390201620935681,56357.981967926025
2015-03-31,NUE,Materials,37.28673553466797,1472.0,0.05239417419748169,0.018675715546004668,54886.07470703125
2015-03-31,XOM,Energy,54.900814056396484,892.0,0.04674815396988513,-0.03998249919336594,48971.526138305664
2015-03-31,OXY,Energy,53.80061721801758,856.0,0.04396244621659062,-0.05386952927162858,46053.32833862305
2015-03-31,META,Communication,81.83431243896484,662.0,0.05171472916625523,0.04115489495885383,54174.31483459473
2015-03-31,BKNG,Communication,1151.5599365234375,50.0,0.05496387948592055,-0.05925736452661601,57577.996826171875
2015-04-30,NVDA,Technology,0.5348283648490906,108512.0,0.053542274578218294,0.060678035343912695,58035.29552650452
2015-04-30,AMD,Technology,2.259999990463257,19455.0,0.04056432831169519,-0.15671644247462468,43968.29981446266
2015-04-30,TSLA,Technology,15.069999694824219,3684.0,0.05121975321737055,0.1974889322354232,55517.87887573242
2015-04-30,GS,Financials,160.9230194091797,355.0,0.052704918043635716,0.04495384319050322,57127.67189025879
2015-04-30,MS,Financials,28.46101188659668,1947.0,0.05112353838979351,0.04964057232964403,55413.590143203735
2015-04-30,UNH,Healthcare,95.59414672851562,550.0,0.04850635123291708,-0.05824690755247475,52576.780700683594
2015-04-30,DHR,Healthcare,33.650856018066406,1479.0,0.04591651380534742,-0.03557097138998777,49769.616050720215
2015-04-30,LLY,Healthcare,59.72279739379883,842.0,0.04639346925664614,-0.01073658484524942,50286.59540557861
2015-04-30,TGT,Consumer Staples,59.359153747558594,908.0,0.04972538632745868,-0.039478213881420365,53898.1116027832
2015-04-30,WMT,Consumer Staples,21.3685359954834,2162.0,0.0426221226973801,-0.05106387916654176,46198.77482223511
2015-04-30,AMZN,Consumer Discretionary,21.089000701904297,2821.0,0.05488626827422865,0.13351256225666064,59492.07098007202
2015-04-30,SBUX,Consumer Discretionary,40.74905776977539,1395.0,0.052444070837696026,0.047096046987633366,56844.93558883667
