,Portfolio,Port_AAPL_Mom,Port_CRM_Mom,Port_CVX_Mom,Port_DIS_Mom,Port_DUK_Mom,Port_EA_Mom,Port_GE_Mom,Port_JNJ_Mom,Port_JPM_Mom,Port_KO_Mom,Port_MRK_Mom,Port_MSFT_Mom,Port_O_Mom,Port_PEP_Mom,Port_PFE_Mom,Port_UNH_Mom,Port_V_Mom,Port_VZ_Mom,Port_WMT_Mom,Port_XOM_Mom,Portfolio_Mom,Port_AAPL_Vol,Port_CRM_Vol,Port_CVX_Vol,Port_DIS_Vol,Port_DUK_Vol,Port_EA_Vol,Port_GE_Vol,Port_JNJ_Vol,Port_JPM_Vol,Port_KO_Vol,Port_MRK_Vol,Port_MSFT_Vol,Port_O_Vol,Port_PEP_Vol,Port_PFE_Vol,Port_UNH_Vol,Port_V_Vol,Port_VZ_Vol,Port_WMT_Vol,Port_XOM_Vol,Portfolio_Vol,Portfolio_Rtn,Port_Communication Services_Wgt,Port_Consumer Defensive_Wgt,Port_Energy_Wgt,Port_Financial Services_Wgt,Port_Healthcare_Wgt,Port_Industrials_Wgt,Port_Real Estate_Wgt,Port_Technology_Wgt,Port_Utilities_Wgt,Port_Communication Services_Rtn,Port_Consumer Defensive_Rtn,Port_Energy_Rtn,Port_Financial Services_Rtn,Port_Healthcare_Rtn,Port_Industrials_Rtn,Port_Real Estate_Rtn,Port_Technology_Rtn,Port_Utilities_Rtn,CPI,Inflation,GDP_Growth,T10Y2Y,Yield_Change,Mkt-RF,SMB,HML,RF,Communication Services_Rtn,Consumer Discretionary_Rtn,Consumer Staples_Rtn,Energy_Rtn,Financials_Rtn,Healthcare_Rtn,Industrials_Rtn,Information Technology_Rtn,Materials_Rtn,Real Estate_Rtn,Utilities_Rtn
2017-12-31,254701.11890792847,0.0017455281149276803,0.0015850898893935103,0.0003653606918246373,0.0002806637122817745,0.0006945472673684859,0.0012636057540249984,-0.0021081650369743623,0.0009614146843801838,0.0010232266114768278,0.0005607012487336899,-0.00013925132975623213,0.0013652643484580256,0.000262634930347148,0.0006432211249880026,0.0006542187344461402,0.0013801494990788577,0.001497032952583263,0.00026927488904194993,0.001464005384717918,-0.0001268439460123396,0.0007461024951758025,0.17381955449196665,0.1602389628385877,0.13850468826139167,0.14896002404110004,0.10235588723886954,0.23932584948759086,0.1980490760179538,0.11514036704714839,0.16173278657251577,0.09112331544572717,0.1582779164172124,0.14811271609198887,0.16785776806100647,0.09772654596570626,0.11262075281225556,0.14295027669054322,0.13008114107214547,0.17040857464761178,0.18329587285647428,0.113551644139634,0.06208234666577596,0.0033383556735584463,0.11661435761557978,0.13547386778231227,0.06409472138722433,0.1825763141889449,0.2140529152558901,0.03104862072309701,0.054232709945790776,0.15546493170526005,0.04644156139590079,0.015128829710163716,0.019079355808479415,0.030566949895052042,0.01581769073026873,-0.01001777240736701,-0.03933922353083574,0.03496283624941232,-0.008205986224482431,-0.056850929323043364,247.805,0.0021068892447551058,3.1999999999999997,0.5585,-0.09816666666666662,1.06,-1.32,0.06,0.09,0.02126948363661607,0.0,0.05269407705271156,0.01888163159685452,0.021085282862564725,0.005458257112074039,0.022530221508741066,-0.004382485852488349,-0.06058218342834354,-0.0055046701410831345,0.024582508236405287
2018-01-31,266100.4284095764,0.0016209065185382471,0.0015673659888149737,0.0006481016486575851,0.00021403575233525703,0.00028792254897095786,0.001517844724355212,-0.002064996117437579,0.0010296452468069757,0.0012160441713869178,0.0006296062835617331,6.146093917087536e-05,0.001541266593502993,-0.0001426432222007885,0.0006902792892884896,0.0007236074062198086,0.0015955852233572561,0.001627359353919361,0.0003059776568433168,0.0018374423884429897,0.00020319100427154468,0.0008222449203737521,0.1775115110727859,0.1553212056886005,0.14424713284523297,0.15593321951413844,0.10450069488903335,0.2488063949562191,0.21057482275366393,0.1171851586604284,0.16034233503557346,0.09099375192909408,0.15831063204723453,0.1494543400049816,0.164717643593603,0.09821847590105631,0.1118830574619445,0.14687834113383924,0.12982091878119978,0.16944031929482423,0.1815670598017106,0.11098314062038388,0.06250540062939118,0.04475563181867548,0.12229336672059955,0.133242596453756,0.06256922669413209,0.19028410383141656,0.2129768499403042,0.0275386265160067,0.04862572727092553,0.1609823143191904,0.04148718825366897,0.0956342445978815,0.027548377572635285,0.019889790491603332,0.08886188225766878,0.03950354124415956,-0.07335223030547322,-0.06325900976811938,0.08183355347968768,-0.06669861491418216,248.859,0.004253344363511546,3.3,0.5519047619047619,-0.0065952380952380985,5.57,-3.12,-1.28,0.12,0.039980172695704086,0.0,0.03584266391419777,0.06556761258312194,0.0536540765452822,0.07036722237363402,0.0163471607765322,-0.019125685864519237,-0.031131202546150205,0.06555376207768226,0.09241051795958732
2018-02-28,254712.70378112793,0.001027124177653316,0.0013283935999353607,0.00027821933187645895,-4.989475729832218e-05,4.2316940998222214e-05,0.0016354134243043252,-0.0025391969798118984,0.0006031410895622639,0.0011455254344742045,0.00042857722336919627,-0.0004373805621661075,0.001549168230520942,-0.0005876511709665425,0.0003062777430126239,0.0004937082534206878,0.0014580056982227856,0.0013907729005595592,0.0003212180439303441,0.001585713904824301,-3.888831108308829e-05,0.0005846490930380618,0.18805494045617047,0.1698574194248766,0.16869044516230658,0.16745148492382203,0.11250221919171832,0.26630678124435536,0.23377069654160473,0.14331311535272556,0.17080531981511682,0.10486943762059517,0.1657757424784344,0.17273132816569087,0.17410437897123085,0.11078189616821361,0.13921142230662634,0.16838016244122764,0.14681355833518883,0.17798193897092549,0.19836476321779442,0.13558028435669692,0.08837138601032575,-0.04279483763521319,0.12167264481286948,0.12503356635122767,0.05820287175970311,0.1974983069631891,0.21103135906330944,0.025312412534511244,0.04717918403391464,0.17197603154536611,0.042093622935909195,-0.047653304045984224,-0.10176791532418772,-0.10959281013347866,-0.006504509956560378,-0.051538670175298784,-0.12017500452107854,-0.0712702709451557,0.02257410010790384,-0.028802990202022594,249.529,0.0026922876006090224,3.3,0.6836842105263158,0.13177944862155389,-3.65,0.26,-1.04,0.11,-0.052740200021288985,0.0,-0.10835010873141648,-0.0292535285701927,-0.038630226938659695,-0.004090408321555161,-0.07627100479341209,-0.06809037637088566,-0.03879305829597757,-0.044948650701506554,-0.03469058663334745
2018-03-31,250926.50268554688,0.0010039068462676768,0.0016153376903604772,0.0003930069295889866,-0.000224154584304231,-7.470034196354116e-05,0.0015004952187658428,-0.0027262266951752798,0.0002755365126464685,0.0010535586038630431,0.00027872351316806493,-0.0004905992234968115,0.0015839298461048595,-0.0003749848707072695,0.00011118846292696195,0.00038654361376923866,0.0012491551772897574,0.0013072014188796712,0.00012699106205106615,0.0010945647470411058,-0.00018590804803083534,0.0005056740767052317,0.19789159181070196,0.18141711999471383,0.17509996732237193,0.1796480714340069,0.11963094675563461,0.27349988990639124,0.24631025863057177,0.15344742576388992,0.1770529912853451,0.11070588916685666,0.17161767330068112,0.18726168125146467,0.17334561158771433,0.1182143165326365,0.14806426961032254,0.17528619082813143,0.15811920648960892,0.18267832282814517,0.2194722189553701,0.14386291705710189,0.09997951137869043,-0.014864594656552765,0.12103140762765273,0.12749052381513198,0.05931725883495896,0.19380312279797093,0.20849798644297685,0.024547120150049773,0.05058925061808656,0.17078654412883357,0.04393678558433866,-0.020056439177984386,0.004493693343613492,0.003997398401524466,-0.03329643240946778,-0.026690870496763885,-0.044649058004122,0.0563400561960663,-0.021678370725851104,0.028271744202639892,249.577,0.000192362410782021,3.3,0.5666666666666667,-0.11701754385964913,-2.35,4.06,-0.2,0.11,-0.041463393053329134,0.0,0.01723049796258258,-0.04155313748986711,-0.026882927578834592,-0.03733808930605498,-0.009069040382784443,0.03828974933990392,0.037964712912316845,-0.02916592314034505,-0.023846992412391965
2018-04-30,256951.06979370117,0.0008322446827467726,0.001488745643131064,0.0006804815105616345,-0.00036556496984452524,-1.584326797129466e-05,0.0012840376253427238,-0.002812652764994865,0.00030122085628591017,0.0011272366710831528,0.0002412223885659854,-0.00016925278171548124,0.0015372758160804567,-0.00042865858049351133,-8.962661840778147e-05,0.00045515569893559755,0.0013728629617319051,0.001298602112609063,0.0002787812684935667,0.0008632249905449354,-2.5065129688575947e-05,0.0004892240922394689,0.21112394864506734,0.20204786581142126,0.18508446509748966,0.18727599602295053,0.1230517965745381,0.28547834068303296,0.26410297297369506,0.1655632048686718,0.18941392593103507,0.11724089870460935,0.18520312858120605,0.2168913914636864,0.17633379393889909,0.1262209095016408,0.15626914982779153,0.19051846565894573,0.17290144896715579,0.1876398744960445,0.22764080864078326,0.15359948968817325,0.11323992657826179,0.024009289746902862,0.11729108216046007,0.11949564034873576,0.06217021188679589,0.19700962044562473,0.21557067712774247,0.02502078246434553,0.048445127079265536,0.17060038273681868,0.044396475750211335,-0.007636446679342934,-0.0402059530416905,0.0732605613948607,0.04095165543918289,0.05874584086792378,0.04376861821708555,-0.01939128241600563,0.02289309528446526,0.03472302298884267,250.227,0.002604406656061986,3.3,0.4847619047619047,-0.08190476190476192,0.29,1.13,0.54,0.14,0.0012293991790364167,0.0,0.09494118571690557,-0.00435252056237645,-0.027863830414903368,0.0006113237184162124,-0.04142126442054661,-0.006113506151126047,0.020384392090093906,0.010564974435137042,0.02379287052887702
2018-05-31,263089.5825767517,0.0009429724491053015,0.0015393492492819098,0.0009500933030408855,-0.00015289191284109993,-0.00011865319744952056,0.0009631442933842514,-0.0023587173649775414,9.389815734696569e-05,0.0011678764803851897,-8.229944478389647e-06,-0.0001475680350000139,0.0015328042659947688,3.801599429417274e-05,-0.00043511269100944777,0.0005144496229748133,0.0014128668641119311,0.0014256518195721484,0.00046297194391146706,0.0005690959352750662,0.00010480111266279534,0.0005349187108094987,0.2211767186596741,0.21025406336975452,0.18621954397236173,0.1902732201162394,0.12684348969801384,0.2721696874542255,0.27824631305365877,0.16791650481620427,0.1896677193272505,0.12328276360649064,0.19150878580906136,0.22194567658844414,0.17352070728580252,0.13551272297027864,0.16175359127051367,0.19699102708125674,0.18072833333518543,0.19854998450568598,0.23195612406599483,0.1634378605955307,0.11670508880750194,0.02388981212640595,0.11940818472908844,0.11536383848967886,0.062213022475866055,0.19592577350805626,0.21008095884794606,0.024454346363100697,0.05013357875154898,0.18018811006452778,0.04223218677018685,0.04237101045212133,-0.011513235356054419,0.024594865634666174,0.018256890065185827,-0.0021845440570040786,0.0007103550446125872,0.059575309714020364,0.08143233445140807,-0.026023911873048422,250.792,0.002257949781598212,3.2333333333333334,0.4659090909090909,-0.018852813852813843,2.65,5.26,-3.22,0.14,0.02052262829533391,0.0,0.029941591662385747,-0.009836200964616792,0.030739371373743385,0.06782740962163514,-0.015658970750481505,0.02233740663762873,-0.01105504323759432,0.0018235358104579102,0.01986479028524113
2018-06-30,269745.5285644531,0.001116678889413583,0.0017868188680095398,0.0009092420774302281,8.866364794198483e-05,-0.00030967960664565015,0.0010411278385482644,-0.0025747014545832816,-0.00016762104423384227,0.0010362930672382256,1.0722133128496478e-06,2.652508604838163e-06,0.0015772242580032862,6.652490328665725e-05,-0.0002640675223703182,0.000578176407410255,0.0013878456150989288,0.001451746276394227,0.0004970823967805889,0.0005435490920037303,0.0002104428976466446,0.0005712347680531018,0.2159380107823359,0.20918654472414688,0.1926043496934749,0.1936382861914884,0.133026566781245,0.26090755123404297,0.2887271550532406,0.17024699845909974,0.19272899063718218,0.1251951985896405,0.1950683219408474,0.21998838844805008,0.17060036654232696,0.1393356624527441,0.15847420851247213,0.19725983271886366,0.18227149091322176,0.2016370158283778,0.2324525085207433,0.17096493287342676,0.11773110070354251,0.02529916206682059,0.12407466043967573,0.11907769767067021,0.06174936402575639,0.19155308976576896,0.20872637519034518,0.02325940297409482,0.04954679666645634,0.17979755704247932,0.04221505622475306,0.06536788639024449,0.05830618364442919,0.01765785802043629,0.0024164708482197206,0.01868812270035969,-0.024801316485069336,0.013298678655436103,0.023076852913871626,0.024883272310161964,251.018,0.0009011451720948305,3.1666666666666665,0.379047619047619,-0.08686147186147186,0.48,1.14,-2.33,0.14,0.002755713773457069,-0.008607037057702271,0.00569549458214702,-0.017469099830920598,-0.033889470902712104,-0.002631109916919283,0.045690336439365486,0.044615942172772316,0.028138117730887258,0.016492916518442202,0.03618693815068785
2018-07-31,280044.37242507935,0.001148191317323954,0.0019981715659615545,0.0009057265748212906,0.0002581060853422957,4.0351277029932265e-05,0.0011543172663721593,-0.0023263731422822043,-4.206214282966683e-06,0.0008588939124997346,0.00018401318738658456,0.00018508621621159203,0.0016642177801995987,0.00017686014012964894,7.390100737237257e-05,0.0006729252313717394,0.0013128515718434342,0.0014958763618421113,0.0008362234724379284,0.0007215990691685499,0.0003059899173142767,0.0006943025487273863,0.21445423036727862,0.21280452864720914,0.19704594118774446,0.19498115666782484,0.1406544666305956,0.26098535432552683,0.29913974650602054,0.17395757616252128,0.19648423502945261,0.12765368089446638,0.19490057365035796,0.22020348882683166,0.1666181583308859,0.14869919841852552,0.15759632490564787,0.19970951437176113,0.1841165818133835,0.2026064074504911,0.23008840097150446,0.1730233873049207,0.11819576435885766,0.038179850155200645,0.11922155229127751,0.12113910278860135,0.05905568458480642,0.19425374885548446,0.21376559919673294,0.022436947335023775,0.049678816628370794,0.17847991436390082,0.04196863395580194,-0.0024279506031232856,0.05615222700079392,-0.007108449772959213,0.052816888129944894,0.06324434341379925,0.0014696700580991706,0.04094613321484064,0.030571570592861974,0.03211967501549373,251.214,0.0007808204989283585,3.1,0.28238095238095234,-0.09666666666666668,3.19,-2.22,0.45,0.16,0.028586023658004667,-0.021602885620146672,0.015538546859099167,0.05114708039460014,0.0738514516648856,0.02087231800698852,0.03958863623751396,0.010394250990365395,0.01597380435236362,0.06554073367248914,0.018023643908773757
2018-08-31,289294.04512405396,0.0013179431468500471,0.001961195974145778,0.0006634200289114257,0.00048206882035666324,-3.9567532006853734e-05,0.00046652478452770355,-0.0023543199602151974,0.00017402870356899043,0.0010662338545606028,0.00019601327560169713,0.0005039109219992516,0.0017619529363816378,0.0002799884997152565,4.92893662114365e-05,0.0010573221752040911,0.001322354284887827,0.0013920883319598946,0.0006650125363382077,0.0008011509567130471,0.0003014602388276238,0.0007064117471494685,0.21629099021811568,0.2180645723010764,0.2009428658990836,0.19146123088235784,0.14302357174630298,0.27486028663395706,0.30443264254530683,0.1775001081743399,0.19906174077371552,0.12952798590925105,0.1964649391335232,0.22338193639274845,0.1663381578663689,0.15482874630868962,0.1634210577816481,0.20095199582659598,0.18571439351279423,0.19062329479111492,0.2386955433207078,0.17708492975461176,0.11908728049370121,0.03302931110122276,0.10926662263131508,0.11556715583702523,0.05529058597563218,0.1981371536944735,0.21636661612428731,0.02062004462005575,0.0506957659421722,0.19315478527466293,0.04090126990037581,-0.053228030218803846,-0.014486184625404519,-0.032831532775339456,0.05368101563297123,0.04559881122159193,-0.05062350191097886,0.05417591885800199,0.11796644165438552,0.006756872593163266,251.663,0.0017873207703393845,2.7666666666666666,0.2534782608695652,-0.028902691511387135,3.44,1.15,-4.0,0.16,-0.0077014349462610765,0.014857537301864898,-0.03475094848082172,0.013595592678754986,0.0023400729599254433,0.06598956883458884,0.003919865654070875,0.02420572194965076,0.012881307816004828,0.04329274130688732,0.051046823596174074
2018-09-30,293631.7317390442,0.001510518826897726,0.0020371716846578707,0.00037790032259702074,0.0006074554447642891,-2.8517413577650657e-05,3.6049563955369674e-05,-0.0024081778130692413,0.0003645392187829129,0.0010378155868962704,0.0001750450240538826,0.0004991325208765066,0.001806596328918247,0.00017289743102872623,0.00014232998437991288,0.0010044660223823608,0.0013228199926678759,0.0014521439302189758,0.0007214474983317709,0.0009314091604944156,0.0004078664963873723,0.0007288750517390088,0.21761796606175587,0.22173185490378144,0.20364204468455496,0.18597269269736574,0.1463632875390442,0.2900478557415694,0.306544632439021,0.17722551107042442,0.19748677910909873,0.13164928008758592,0.1976799861037671,0.22519949965397099,0.16454183185601998,0.15766109332329237,0.16196589976827247,0.20225879549143685,0.18871938639929872,0.19118629359886996,0.2470081341709874,0.17932443754384778,0.11937396005742257,0.014994040451576485,0.11232464763797821,0.11546732170912923,0.05691041508484739,0.19754899166826775,0.21679832616664957,0.017893921819091052,0.04870599751422408,0.19465847529020064,0.039691903109612084,0.04340049324172068,0.014117225199749894,0.04472996860990741,0.01198107221070166,0.01701922866244665,-0.11919569810151343,-0.02484366707117347,0.022895664024023876,-0.015017254756007126,252.182,0.002062281702117419,2.4333333333333336,0.23631578947368423,-0.01716247139588098,0.06,-2.29,-1.71,0.15,-0.017954154796925192,-0.0009632482722166102,0.024459817059397926,-0.022154736094278538,0.021773864129791987,-0.00019256882718254875,0.00987226764679261,-0.026460733745741205,-0.00648329710477058,0.029541955014360743,0.005304746170803787
